id,geom,n,smiles,refcodes
SP567,SP,2,c1ccc(NC(NCC[P:1](c2ccccc2)c2ccccc2)=[S:1])cc1,WAQSAI;WAQSAI;WAQSEM;WAQSEM
SP568,SP,2,CC(=CC(C)=[O:1])[O-:1],WASQAJ;WASQAJ
SP569,SP,2,c1cc[n:1]c(-c2oc3ccc4ccccc4c3[n:1]2)c1,WELKEG
SP570,SP,2,C[P:1](C)CCC[NH2:1],WEPNOV;WEPNOV
SP571,SP,2,c1ccc([P:1](CC[S:1]Cc2ccc(-c3cc(-c4ccccn4)[nH+]c(-c4ccccn4)c3)cc2)c2ccccc2)cc1,WEVYII
SP572,SP,2,c1ccc([P:1](CC[S:1]Cc2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)c2ccccc2)cc1,WEVYII;WEVYOO;WEVYOO
SP573,SP,2,O=C(OCCOCCOC(=O)c1ccc[n:1]c1)c1ccc[n:1]c1,WEWBOR;WEWBUX
SP574,SP,2,CN[C-:1]=[NH+]CCN[C-:1]=[NH+]C,WEZWON;WEZWON
SP575,SP,2,O=C([O-])C[P:1](CC[P:1](CC(=O)[O-])CC(=O)O)CC(=O)O,WIHRIO;WIHRIO
SP576,SP,2,O=C(O)C[P:1](CC[P:1](CC(=O)O)CC(=O)O)CC(=O)O,WIHRIO;WIHRIO
SP577,SP,2,CC1=C(C)C2C([P:1](c3ccccc3)c3ccccc3)CC1[P:1]2c1ccccc1,WIJZUK;WIJZUK;WIKCEY;WIKCEY;WIKDID;WIKDID
SP578,SP,2,CCn1c(CN2c3ccccc3[N+](Cc3cccc(C)n3)=[C-:1]2)[n:1]c2ccccc21,WIRHAI;WIRHAI
SP579,SP,2,CCn1c(CN2C=C[N+](Cc3cccc(C)n3)=[C-:1]2)[n:1]c2ccccc21,WISTEZ;WISTEZ
SP580,SP,2,CCC[P:1](CCC)CCC[P:1](CCC)CCC,WIWSEA
SP581,SP,2,c1ccc(CN(c2cccc[n:1]2)c2cccc[n:1]2)cc1,WIXHAP;WIXHAP
SP582,SP,2,O=[N+]([O-])c1ccccc1CN(c1cccc[n:1]1)c1cccc[n:1]1,WIXHET;WIXHET
SP583,SP,2,Ic1ccccc1CN(c1cccc[n:1]1)c1cccc[n:1]1,WIXHOD;WIXHOD
SP584,SP,2,N#Cc1ccccc1CN(c1cccc[n:1]1)c1cccc[n:1]1,WIXJAR;WIXJAR
SP585,SP,2,CC(c1cccc[n:1]1)=[N:1]c1c(C(C)C)cccc1C(C)C,WOFJUW;WOFJUW
SP586,SP,4,c1cc[n:1]c(CC[S:1]CC[S:1]CCc2cccc[n:1]2)c1,WOKFUX
SP587,SP,2,c1ccc2c(c1)[S:1]CCOCCOCC[S:1]2,WOKNIV;WOKNIV
SP588,SP,2,c1ccc2c(c1)C[S:1]Cc1ccccc1C[S:1]C2,WOZVUC;WOZVUC
SP589,SP,4,c1ccc2c(c1)N(Cc1cccc[n:1]1)[C-:1]=[N+]2CCOc1ccc2ccccc2c1-c1c(OCCN2c3ccccc3[N+](Cc3cccc[n:1]3)=[C-:1]2)ccc2ccccc12,WUPZIS
SP590,SP,2,NC(=NC(N)=[NH:1])[NH-:1],XABDIP
SP591,SP,2,NC(NC(N1CCCCC1)=[NH:1])=[NH:1],XABDOV
SP592,SP,2,C[Se]CC(C)(C[Se:1]C)C[Se:1]C,XAFWIK;XAFWIK
SP593,SP,2,C[O:1]Cc1ccccc1[P:1](c1ccccc1)c1ccccc1,XAJNAX;XAJNAX
SP594,SP,2,OC1CC([NH2:1])C([NH2:1])C1,XAKPOO;XAKPOO
SP595,SP,2,CN(C)C(O[N:1]=C(N)c1ccccc1)=[NH:1],XAWXAW;XAWXAW;XAWXIE;XAWXIE
SP596,SP,2,CCC(O[N:1]=C(N)c1ccccc1)=[NH:1],XAWXEA;XAWXEA
SP597,SP,2,NC(c1ccccc1)=[N:1]OC(c1ccccc1)=[NH:1],XAWXOK;XAWXOK
SP598,SP,2,C[Se:1]Cc1cccc[n:1]1,XENYIB;XENYIB;XENYOH;XENYOH
SP599,SP,2,c1ccc(P([N-]P(c2ccccc2)(c2ccccc2)=[S:1])(c2ccccc2)=[S:1])cc1,XEPFED;XEPFED
SP600,SP,4,c1ccc(C[N:1](CC[N:1](Cc2ccccc2)Cc2ccc3ccccc3[n:1]2)Cc2ccc3ccccc3[n:1]2)cc1,XEQFUU
SP601,SP,4,C[S:1]c1ccccc1C=[N:1]CC[N:1]=Cc1ccccc1[S:1]C,XEQQOB
SP602,SP,2,OCC[S:1]CC[S:1]CCO,XETNUF
SP603,SP,3,CC(C)(O[P:1](OC(C)(C)C1=[N:1]C(C)(C)CO1)c1ccccc1)C1=[N:1]C(C)(C)CO1,XIBNAX
SP604,SP,2,COc1cccc([P:1](c2ccccc2)c2ccccc2)c1-c1c(OC)cccc1[P:1](c1ccccc1)c1ccccc1,XIJJEF
SP605,SP,2,CC(C)c1cc(C(C)C)c([P:1](C)C[P:1](C)c2c(C(C)C)cc(C(C)C)cc2C(C)C)c(C(C)C)c1,XIQPEU;XIQPIY;XIQPIY01
SP606,SP,3,O=[S:1](c1ccccc1[P:1](c1ccccc1)c1ccccc1)c1ccccc1[P:1](c1ccccc1)c1ccccc1,XIQVOK
SP607,SP,2,c1ccc([P:1](CNc2cccc[n:1]2)c2ccccc2)cc1,XITKUG;XITKUG
SP608,SP,2,COc1ccc(OC)c(-c2nc3c4ccc[n:1]c4c4c(ccc[n:1]4)c3[n-]2)c1,XIZWUB
SP609,SP,2,CC(C(C)=[N:1]c1cc(C(C)(C)C)cc(C(C)(C)C)c1)=[N:1]c1cc(C(C)(C)C)cc(C(C)(C)C)c1,XOPMEV
SP610,SP,2,CC1CCC(C)[P:1]1c1ccccc1[P:1]1C(C)CCC1C,XORKAQ
SP611,SP,4,C1C[NH:1]CC[S:1]CC[S:1]CC[NH:1]CCO1,XTZPPD
SP612,SP,2,COc1cccc(-c2ccc(-c3ccc(-c4cccc(OC)c4)c[n:1]3)[n:1]c2)c1,XUCRAP;XUCRAP
SP613,SP,2,C[S:1]CC[S:1]C,XUJFIR
SP614,SP,3,Cc1cc(C)[n:1]n1CC[S:1]CCn1c(C)cc(C)[n:1]1,XULPAW
SP615,SP,2,c1ccc([P:1](Cc2ccccn2)Cc2cccc[n:1]2)cc1,XUSYIU;XUSYIU
SP616,SP,3,c1ccc([P:1](Cc2cccc[n:1]2)Cc2cccc[n:1]2)cc1,XUSYOA
SP617,SP,2,CC1=C2C=CC=C[N+]2=[C-:1]N1c1cccc[n:1]1,XUTZET;XUTZET
SP618,SP,2,Cc1cc(C)c([N:1]=C2C(=[N:1]c3c(C)cc(C)cc3C)c3cccc4cccc2c34)c(C)c1,XUVZUK
SP619,SP,2,O=S(=O)([O-])CCCN1C=C[N+](CN2C=C[N+](CCCS(=O)(=O)[O-])=[C-:1]2)=[C-:1]1,YAVXAX;YAVXAX
SP620,SP,2,CC(C)N1NC(c2cccc[n:1]2)=[N:1]N(C(C)C)C1=O,YEFLAZ
SP621,SP,2,[O-]c1ccccc1C=[N:1]NC(N1CCCCCC1)=[S:1],YEGTOU;YEGTOU
SP622,SP,2,c1ccc(-c2nc(-c3cccc[n:1]3)[n:1]nc2-c2ccccc2)cc1,YEQTAQ;YEQTAQ
SP623,SP,2,CCCCCCn1cc(-c2cccc[n:1]2)[n:1]n1,YEVCAG;YEVCAG
SP624,SP,3,CC[P:1](CC)CC[P:1](CC[P:1](CC)CC)c1c(C)cc(C)cc1C,YIGLUV
SP625,SP,3,c1ccc([P:1](Cc2cccc(C[P:1](c3ccccc3)c3ccccc3)[n:1]2)c2ccccc2)cc1,YIGMEG
SP626,SP,2,Cc1ccc(N2C=C[N+](c3nccc[n:1]3)=[C-:1]2)cc1,YIJWOG
SP627,SP,2,Fc1ccccc1N1C=C[N+](c2nccc[n:1]2)=[C-:1]1,YIJWUM;YIJWUM
SP628,SP,2,Fc1ccc(N2C=C[N+](c3nccc[n:1]3)=[C-:1]2)cc1,YIJXAT
SP629,SP,2,C1=C[N+]2=[C-:1]N1Cc1ccccc1CN1C=C[N+](=[C-:1]1)Cc1ccccc1C2,YIVMIC;YIVMIC01
SP630,SP,2,Cc1ccc(-c2ccc(C)c[n:1]2)[n:1]c1,YIYSEE
SP631,SP,2,CC(C)(C)C1=CN2C=C(C(C)(C)C)O[P:1]3OC(C(C)(C)C)=CN3C=C(C(C)(C)C)O[P:1]2O1,YURLOM;YURLOM
SP632,SP,2,C[Se:1]CCC[Se:1]C,ZATMIQ;ZATMIQ
SP633,SP,3,Cn1cc[n:1]c1C[NH:1]Cc1n(C)cc[n:1]1,ZECLIF
SP634,SP,2,c1ccc([P:1](Cc2ccccc2C[P:1](C2CCCCC2)C2CCCCC2)c2ccccc2)cc1,ZELPOY
SP635,SP,2,CN([P:1](c1ccccc1)c1ccccc1)[P:1](c1ccccc1)c1ccccc1,ZETQEU
SP636,SP,2,c1ccc([P-](=N[P:1](c2ccccc2)c2ccccc2)(=N[P:1](c2ccccc2)c2ccccc2)c2ccccc2)cc1,ZETQEU
SP637,SP,2,O[P:1](CC[P:1](O)c1ccccc1)c1ccccc1,ZEVZIJ;ZEVZIJ;ZEWBAE;ZEWBAE;ZEWBEI;ZEWBEI
SP638,SP,2,c1ccc(P(N[P:1](c2ccccc2)c2ccccc2)(c2ccccc2)=[Se:1])cc1,ZEWLUI;ZEWLUI
SP639,SP,2,C[P:1](C)c1cccc2ccc[n:1]c12,ZIFPUZ;ZIFPUZ
SP640,SP,2,c1ccc(P(C[P:1](CC[P:1](CP(c2ccccc2)c2ccccc2)c2ccccc2)c2ccccc2)c2ccccc2)cc1,ZIJGAD;ZIJGAD
SP641,SP,2,Cc1ccc(N2C[P:1](c3ccccc3)CN(c3ccc(C)cc3)C[P:1](c3ccccc3)C2)cc1,ZIJTER;ZIJTER
SP642,SP,3,CC[N:1](CC)CC[NH:1]CC[N:1](CC)CC,ZIVZAH
SP643,SP,4,Nc1ccccc1CN1CC[N:1](Cc2ccccc2[NH2:1])CC[N:1](Cc2ccccc2[NH2:1])CC1,ZIWHAO
SP644,SP,2,C1COCCSCC[S:1]CC[S:1]CCOCCO1,ZOGHEI;ZOGHEI
SP645,SP,2,O=CN1CC[NH:1]CC[NH:1]CC1,ZOJGEK;ZOJGEK
SP646,SP,2,CC(N(C=[N:1]c1c(C(C)C)cccc1C(C)C)c1c(C(C)C)cccc1C(C)C)=[NH:1],ZOPJAR;ZOPJAR;ZOPJIZ;ZOPJIZ
SP647,SP,2,CCC(N(C=[N:1]c1c(C(C)C)cccc1C(C)C)c1c(C(C)C)cccc1C(C)C)=[NH:1],ZOPJEV;ZOPJEV;ZOPJOF;ZOPJOF
SP648,SP,4,C[N:1](Cc1cccc[n:1]1)CC1CCC[N:1]1Cc1cccc[n:1]1,ZOXFAT
SP649,SP,4,Cc1cccc(C[NH:1]C2CCCCC2[NH:1]Cc2cccc(C)[n:1]2)[n:1]1,ZOXFEX
SP650,SP,2,c1scc([NH2:1])c1[NH2:1],ZOXJEB;ZOXJEB
SP651,SP,4,[NH3+]CC[N:1](CC[NH2:1])CC[N:1](CC[NH3+])CC[NH2:1],ZOZFAV
SP652,SP,2,c1ccc(CN2CC[NH:1]CC[NH:1]CC2)cc1,ZUCDAC;ZUCDAC
SP653,SP,3,c1ccc(C2COC(c3cccc(C4=[N:1]C(c5ccccc5)CO4)[n:1]3)=[N:1]2)cc1,ZUDVID
SP654,SP,3,c1ccc(CC2COC(c3cccc(C4=[N:1]C(Cc5ccccc5)CO4)[n:1]3)=[N:1]2)cc1,ZUDVOJ
SP655,SP,2,OC[P:1](CO)CC[P:1](CO)CO,ZUNMOK;ZUNMOK
SP656,SP,2,OC[P:1](CO)c1ccccc1[P:1](CO)CO,ZUQGAT;ZUQGAT
SP657,SP,2,c1ccc(P(C[P:1](c2ccccc2)c2ccccc2)(c2ccccc2)=[S:1])cc1,BECLEA01;BECLEA01
SP658,SP,2,CC(C)(C)NP1(=[Se:1])N(C(C)(C)C)P(NC(C)(C)C)(=[Se:1])N1C(C)(C)C,IGUKUT
SP659,SP,4,C1=C[N+](Cc2cccc[n:1]2)=[C-:1]N1Cc1ccccc1-c1ccccc1CN1C=C[N+](Cc2cccc[n:1]2)=[C-:1]1,KUGRUC
SP660,SP,2,C1=C[N+](Cc2ccccc2)=[C-:1]N1C[N+]1=[C-:1]N(Cc2ccccc2)C=C1,LUJCIF
SP661,SP,3,CC(C)(C)c1cc(-c2cccc(-c3cc(C(C)(C)C)[nH][n:1]3)[n:1]2)[n:1][nH]1,MUFQEM
SP662,SP,2,Cc1cccc(C)c1[NH+]=[C-:1]Nc1ccccc1[NH2:1],MUMLUE;MUMLUE;MUMRAQ;MUMRAQ
SP663,SP,2,Cc1nc(-c2nc(C)c(C)n[n:1]2)[n:1]nc1C,OGOQAF;QUNZIL
SP664,SP,2,O=S(=O)([O-])c1ccc(-c2nc(-c3cccc[n:1]3)[n:1]nc2-c2ccc(S(=O)(=O)[O-])o2)o1,QUNFUD
SP665,SP,2,c1cc(Cn2c[n:1]c3cc4ccccc4cc32)nc(Cn2c[n:1]c3cc4ccccc4cc32)c1,CUSFUU
SP666,SP,4,CN(c1cccc(-c2cccc[n:1]2)[n:1]1)c1cccc(-c2cccc[n:1]2)[n:1]1,JUKCAW
SP667,SP,2,c1cc[n:1]c(-c2cn(-c3ccncc3)n[n:1]2)c1,JUKVET;JUKVET;JUKVUJ;JUKVUJ
SP668,SP,2,c1cncc(-n2cc(-c3cccc[n:1]3)[n:1]n2)c1,JUKVIX;JUKVIX
