id,geom,n,smiles,refcodes
OH899,OH,6,c1ccc(C[N:1](Cc2cccc[n:1]2)Cc2cccc(C[N:1](Cc3cccc[n:1]3)Cc3cccc[n:1]3)[n:1]2)nc1,KEDQUG
OH900,OH,2,O=Cc1cc[n:1]c2c1ccc1c(C=O)cc[n:1]c12,KEFBUU;KEFCAB
OH901,OH,6,O=C(NCCN(CCNC(=O)c1ccc(-c2cccc[n:1]2)[n:1]c1)CCNC(=O)c1ccc(-c2cccc[n:1]2)[n:1]c1)c1ccc(-c2cccc[n:1]2)[n:1]c1,KEHPIY
OH902,OH,3,Cc1cc(N(C)C)cc(-c2cc(Br)cc(-c3cc(N(C)C)cc(C)[n:1]3)[n:1]2)[n:1]1,KELXIL;KELXIL
OH903,OH,3,Cc1cc(N(C)C)cc(-c2cccc(-c3cc(N(C)C)cc(C)[n:1]3)[n:1]2)[n:1]1,KELXOR;KELXOR
OH904,OH,3,Cc1cc(N(C)C)cc(-c2cc(N(C)C)cc(-c3cc(N(C)C)cc(C)[n:1]3)[n:1]2)[n:1]1,KELXUX;KELXUX
OH905,OH,3,CC(C)(C)c1cc[n:1]c(-c2cc(-c3ccncc3)cc(-c3cc(C(C)(C)C)cc[n:1]3)[n:1]2)c1,KEMQEB
OH906,OH,2,c1ccc(-c2cc[n:1]c(-c3cc(-c4ccccc4)cc[n:1]3)c2)cc1,KEQDIU;NIPBOD
OH907,OH,2,CCCC[N+](CCCC)(CCCC)Cc1ccc(-c2ccc(C[N+](CCCC)(CCCC)CCCC)c[n:1]2)[n:1]c1,KESCAO;KOFWOS
OH908,OH,2,c1c[n:1]c(-c2[nH]cc[n:1]2)[n-]1,KEWQUZ
OH909,OH,2,c1cnc2c(c1)c1c(c3cccnc32)OCCOCCOc2c(c3ccc[n:1]c3c3c2ccc[n:1]3)OCCOCCO1,KEXHIF
OH910,OH,2,c1cc2c3nnc(-c4cnccn4)nc3c3ccc[n:1]c3c2[n:1]c1,KEXSUD
OH911,OH,3,O=C(Nc1cc(-c2cccc[n:1]2)[n:1]c(-c2cccc[n:1]2)c1)c1ccc(-c2ccccn2)nc1,KIDPEU
OH912,OH,3,O=C(Nc1cc(-c2cccc[n:1]2)[n:1]c(-c2cccc[n:1]2)c1)c1ccnc(-c2cccc[nH+]2)c1,KIDPIY
OH913,OH,6,C1C[S:1]CC[S:1]CC[S:1]CC[S:1]CC[S:1]CC[S:1]1,KIGRAT
OH914,OH,2,Cc1n[n:1]c(-c2sc(C)n[n:1]2)s1,KIPXAI
OH915,OH,4,c1ccc2c(c1)[nH]c(CC[S:1]CC[S:1]CCc1[nH]c3ccccc3[n:1]1)[n:1]2,KISREK;KISROU;PECVEZ
OH916,OH,2,c1cc2c3nccnc3c3ccc[n:1]c3c2[n:1]c1,KISROU;MUFRAI;UKEBUJ;VAMFAQ
OH917,OH,3,c1ccc(-c2cc(-c3cccc[n:1]3)[n:1]c(-c3cccc[n:1]3)c2)nc1,KITFID;KITFID;PAMTUV;TUXGUP;TUXGUP
OH918,OH,3,C[n+]1cccc(-c2cc(-c3cccc[n:1]3)[n:1]c(-c3cccc[n:1]3)c2)c1,KITFOJ;KITFOJ
OH919,OH,2,c1cnc2c(c1)ccc(-c1scc[n:1]1)[n:1]2,KODDOY
OH920,OH,3,c1ccc(-c2ccc(-c3cc(-c4cccc[n:1]4)[n:1]c(-c4cccc[n:1]4)c3)cc2)cc1,KOFPUQ;KOFPUQ;KOFQUR
OH921,OH,3,CSc1ccc(-c2cc(-c3cccc[n:1]3)[n:1]c(-c3cccc[n:1]3)c2)cc1,KOFQIG;KOFQIG
OH922,OH,3,COc1cc(N2c3ccccc3[N+](c3ccccc3)=[C-:1]2)[n:1]c(N2c3ccccc3[N+](c3ccccc3)=[C-:1]2)c1,KOKHAW
OH923,OH,2,c1ccc2c(c1)ccc1nc3c(cc12)c1ccc[n:1]c1c1c3ccc[n:1]1,KOKROU
OH924,OH,2,CS(=O)(=O)c1ccc(-c2nc3c4ccc[n:1]c4c4c(ccc[n:1]4)c3[n-]2)cc1,KOWQAQ
OH925,OH,2,CC(C)(C)c1ccc(-c2cc3c4nc5c6cccnc6c6ncccc6c5nc4c4cc(-c5ccc(C(C)(C)C)cc5)c[n:1]c4c3[n:1]c2)cc1,KUHYIX
OH926,OH,2,CC(C)(C)c1ccc(-c2cnc3c(c2)c2nc4c5ccc[n:1]c5c5c(ccc[n:1]5)c4nc2c2cc(-c4ccc(C(C)(C)C)cc4)cnc23)cc1,KUHYOD
OH927,OH,2,CC(C)(C)c1ccc(-c2cc3ccc4cc(-c5ccc(C(C)(C)C)cc5)c[n:1]c4c3[n:1]c2)cc1,KUJBAU
OH928,OH,6,CC12C[S:1]CC[NH:1]CC(C[NH:1]CC[S:1]C1)C[NH:1]CC[S:1]C2,KUNSAN
OH929,OH,2,c1cc2c3c(cccc3c1)-c1n[n:1]c(-c3cncc[n:1]3)nc1-2,KURWUR
OH930,OH,3,FC(F)(F)c1cc(Cc2cccc(-c3cccc[n:1]3)[n:1]2)[n:1][nH]1,LABKEG;LABKEG
OH931,OH,2,C[S:1]Cc1cccc[n:1]1,LACHAB;LACHEF;LACHIJ
OH932,OH,2,CC[S:1]Cc1cccc[n:1]1,LACHOP;LACHOP;LACHOP
OH933,OH,2,c1ccc([S:1]Cc2cccc[n:1]2)nc1,LACYEU
OH934,OH,5,C1C[S:1]CC[S:1]CC[S:1]CC[S:1]CC[S:1]1,LADSIS
OH935,OH,3,CC(c1cccc(C(C)=[N:1]c2ccc(C)cc2C)[n:1]1)=[N:1]c1ccc(C)cc1C,LAMDAF;LAMDAF
OH936,OH,3,CC(c1cccc(C(C)=[N:1]c2ccccc2)[n:1]1)=[N:1]c1ccccc1,LAMDEJ;LAMDEJ
OH937,OH,2,COc1ccc(-c2cccc(-c3cccc(-c4ccc(OC)cc4)[n:1]3)[n:1]2)cc1,LARJOE
OH938,OH,2,COc1cc(C)c(-c2cccc(-c3cccc(-c4c(C)cc(OC)cc4C)[n:1]3)[n:1]2)c(C)c1,LARJUK
OH939,OH,2,CC1(C)c2ccc(cc2)OCCOCCOc2ccc(cc2)-c2cccc([n:1]2)-c2cccc([n:1]2)-c2ccc(cc2)OCCOCCOc2ccc1cc2,LARKAR
OH940,OH,2,O=C(c1cccc[n:1]1)c1cccc[n:1]1,LATVEI;TAWYEY
OH941,OH,2,O=C(C(c1ccccc1)=[N:1][N-]c1cccc[n:1]1)c1ccccc1,LEFYED
OH942,OH,2,O=C(C(c1ccccc1)=[N:1]Nc1cccc[n:1]1)c1ccccc1,LEGDUZ
OH943,OH,2,COc1c2c(c(OC)c3ccccc13)C1CC2c2c(-c3ccccn3)n[n:1]c(-c3cccc[n:1]3)c21,LEJWOM
OH944,OH,2,CC(C)(C)c1cc2c3cc(C(C)(C)C)cc4c5cc(C(C)(C)C)cc6c7nc[n:1]c8c7c7c(c56)c(c34)c3c2c(c1)c1cc(C(C)(C)C)cc2c4nc[n:1]c8c4c7c3c12,LELFIS
OH945,OH,2,CC(C)(C)c1ccc(-c2c(-c3ccc(C(C)(C)C)cc3)c3c4ccc(C(C)(C)C)cc4c4nc[n:1]c5c4c3c3c2c2ccc(C(C)(C)C)cc2c2nc[n:1]c5c23)cc1,LELFOY
OH946,OH,2,Cc1cc[n:1]c(-c2n(C)c3ccccc3[n:1]2)c1,LENDEO
OH947,OH,2,c1ccc(-c2cc3ccc[n:1]c3c3c2ccc[n:1]3)cc1,LEXFOJ
OH948,OH,2,CCCCN1C=C[N+](CN2C=C[N+](CCCC)=[C-:1]2)=[C-:1]1,LIBCUW;LIBCUW
OH949,OH,2,CN1C=C[N+](CN2C=C[N+](C)=[C-:1]2)=[C-:1]1,LIBDAD;LIBDAD;TOBCOE;TOBCOE
OH950,OH,3,CCCCN1C=C[N+](c2cncc(N3C=C[N+](CCCC)=[C-:1]3)[n:1]2)=[C-:1]1,LIBVAV;LIBVAV;LIBVEZ;LIBVEZ
OH951,OH,3,CN1C=C[N+](c2cncc(N3C=C[N+](C)=[C-:1]3)[n:1]2)=[C-:1]1,LIBVID;LIBVID
OH952,OH,2,C[As:1](C)c1ccccc1[As:1](C)C,LIFGIQ;LIFGIQ;LIFGIQ;OHEGOX;QILGUN;TOZMEA;TOZMEA;TOZMOK;TOZMOK;VAQMOP
OH953,OH,3,c1ccc(-c2cc(-c3ccc(-c4cc(-c5cccc[n:1]5)[n:1]c(-c5cccc[n:1]5)c4)cc3)cc(-c3ccccn3)n2)nc1,LIGYEH;NEFCIN
OH954,OH,3,C(#Cc1ccc2ccc3cccc4ccc1c2c34)c1ccc(-c2cccc(-c3ccc(C#Cc4ccc5ccc6cccc7ccc4c5c67)c[n:1]3)[n:1]2)[n:1]c1,LIPKIF;LIPKIF
OH955,OH,3,O=C([O-])c1ccc(-c2cc(-c3cccc[n:1]3)[n:1]c(-c3cccc[n:1]3)c2)cc1,LIQVOX;XIMXEX;XIMXEX;XIMXEX01;XIMXEX01
OH956,OH,2,C(c1cccc[n:1]1)=[N:1]c1ccc(-c2ccccc2)cc1,LIQYAM
OH957,OH,5,C[S:1]c1ccccc1[S:1]Cc1cccc(C[S:1]c2ccccc2[S:1]C)[n:1]1,LISHIE
OH958,OH,2,c1ccc(-c2ccc(CN3CCOCCOCCN(Cc4ccc(-c5cccc[n:1]5)[n:1]c4)CCOCCOCC3)cn2)nc1,LOBCEK
OH959,OH,2,c1ccc(NC(C(Nc2ccccc2)=[N:1]c2ccccc2)=[N:1]c2ccccc2)cc1,LOBNAR
OH960,OH,2,COc1ccc([N:1]=O)c([N:1]=O)c1,LOJMUU
OH961,OH,2,Cc1nc2[nH+]c(N)nc([O-:1])c2[n:1]c1C,LOKYAM
OH962,OH,2,Cc1nc2[nH+]c(N(C)C)nc([O-:1])c2[n:1]c1C,LOKYEQ
OH963,OH,2,c1ccc(-c2nnc(-c3ccc4nc5c6ccc[n:1]c6c6c(ccc[n:1]6)c5nc4c3)o2)cc1,LOMZIX
OH964,OH,2,c1ccc([O-:1])c(-c2oc3ccccc3[n:1]2)c1,LONYET;OFUQEN
OH965,OH,2,Cc1cc[n:1]c2c1c1nc3ccccc3nc1c1c(C)cc[n:1]c12,LOPLIL
OH966,OH,3,CC(c1cccc(C(C)=[N:1]O)[n:1]1)=[N:1][O-],LOQYUM
OH967,OH,3,CC(c1cccc(C(C)=[N:1][O-])[n:1]1)=[N:1][O-],LOQZAT
OH968,OH,3,CC(c1cccc(C(C)=[N:1][O-])[n:1]1)=[NH:1],LOQZEX
OH969,OH,2,c1ccc2c(c1)[nH]c(-c1[nH]c3ccccc3[n:1]1)[n:1]2,LOTTUJ;LOTVAR;MUQFOT;MUQFUZ
OH970,OH,2,C(c1ccc2ccccc2n1)=[N:1]NC(c1ccccn1)=[O:1],LOYGEN
OH971,OH,3,CCOC(=O)c1cc(-c2cccc(-c3cc(C(=O)OCC)c4ccccc4[n:1]3)[n:1]2)[n:1]c2ccccc12,LUBTEJ;LUBTEJ
OH972,OH,3,C(=NNc1cc(-c2cccc[n:1]2)[n:1]c(-c2cccc[n:1]2)c1)c1ccccc1,LUNDUU;LUNDUU
OH973,OH,3,CN(N=Cc1ccccc1)c1cc(-c2cccc[n:1]2)[n:1]c(-c2cccc[n:1]2)c1,LUNFAC;LUNFAC;LUNFEG;LUNFEG
OH974,OH,3,CC(=NNc1cc(-c2cccc[n:1]2)[n:1]c(-c2cccc[n:1]2)c1)c1ccccc1,LUNFIK;LUNFIK
OH975,OH,3,COc1ccc(C=NNc2cc(-c3cccc[n:1]3)[n:1]c(-c3cccc[n:1]3)c2)cc1,LUNGAD;LUNGAD
OH976,OH,2,CC(C)(C)OC(C1=CCCC1=[O:1])=[O:1],LUSGEM
OH977,OH,3,C[N:1](C)Cc1cc(Cl)cc(C[N:1](C)C)[c-:1]1,LUTXUU
OH978,OH,3,CC(C)(C)c1cc(-c2cccc(-c3cc(C(C)(C)C)[nH][n:1]3)[n:1]2)[n:1][nH]1,LUWRUS;LUWSED;LUWSED
OH979,OH,2,Cn1cc[n:1]c1N=[N:1]c1ccccc1,MABWIW;MABWIW
OH980,OH,3,c1ccc([N:1](Cc2cccc[n:1]2)Cc2cccc[n:1]2)cc1,MABXET;MABXET
OH981,OH,3,c1cc[n:1]c(-c2nc(-c3ccncc3)nc(-c3cccc[n:1]3)[n:1]2)c1,MADTOB;SAPCES;SAPCES
OH982,OH,2,c1ccc(-c2cc(-c3ccc(-c4[nH]c(-c5cccc[nH+]5)c(-c5cccc[n:1]5)[n:1]4)cc3)cc(-c3cccc[nH+]3)n2)nc1,MAHSAS
OH983,OH,2,NC(NC(N)=[NH:1])=[NH:1],MAHVAS
OH984,OH,2,Cn1c2nc(=O)[nH]c(=[O:1])c-2[n:1]c2ccccc21,MALXRU10
OH985,OH,2,Cc1ccccc1[N:1]=Nc1cccc[n:1]1,MARVEH;MARVEH;MARVEH
OH986,OH,3,Cc1cc2cc(C)c1-c1ccc([n:1]c1)-c1cccc([n:1]1)-c1ccc(c[n:1]1)-c1c(C)cc(cc1C)OCCOc1ccc(cc1)-c1ccc(cc1)OCC#CC#CCOc1ccc(cc1)-c1ccc(cc1)OCCO2,MAWMUT;MAWMUT
OH987,OH,3,COc1cc(C)c(-c2ccc(-c3cccc(-c4ccc(-c5c(C)cc(OC)cc5C)c[n:1]4)[n:1]3)[n:1]c2)c(C)c1,MAWNEE;MAWNEE;PURHOA;PURHOA
OH988,OH,2,CCCCCCc1cc(-c2ccc(-c3ccc(-c4cc(C)c(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4C)c[n:1]3)[n:1]c2)c(CCCCCC)cc1-c1ccc2c(c1)C(=O)c1ccccc1C2=O,MAXFAV
OH989,OH,2,c1ccc([N:1]=Nc2cccc[n:1]2)nc1,MEBGAD;YEDBUF;YEDCAM;YINHAE;YINHAE;YINHAE
OH990,OH,2,COc1cc2nc3c4ccc[n:1]c4c4c(ccc[n:1]4)c3nc2cc1OC,MECBEE
OH991,OH,2,c1c[n:1]c(-c2cncc[n:1]2)cn1,MEGFOT;SEPKAC;SEPKAC;VEZTAV;VEZTAV;VEZTAV
OH992,OH,2,Cc1ccc(C#Cc2cc3ccc4cc(C#Cc5ccc(C)cc5)c[n:1]c4c3[n:1]c2)cc1,MEHLAN
OH993,OH,3,c1ccc(C[n+]2ccc(-c3cc(-c4cccc[n:1]4)[n:1]c(-c4cccc[n:1]4)c3)cc2)cc1,MEHWAY;MEHWAY
OH994,OH,4,c1cc[n:1]c(C2CCCC(c3cccc[n:1]3)[N:1]2Cc2c3ccccc3cc[n:1]2)c1,MELQEC
OH995,OH,4,c1cc[n:1]c(C[N:1]2C(c3cccc[n:1]3)CCCC2c2cccc[n:1]2)c1,MELQIG;MELQOM
OH996,OH,2,O=C([O-])c1cc[n:1]c(-c2cc(C(=O)O)cc[n:1]2)c1,MEMCAL;YIXVIL
OH997,OH,3,c1cc[n:1]c(-c2cc(OCc3ccc4ccccc4c3)cc(-c3cccc[n:1]3)[n:1]2)c1,MEMJOE;MEMJOE
OH998,OH,3,c1cc[n:1]c(-c2cc(OCCOCc3ccc4ccccc4c3)cc(-c3cccc[n:1]3)[n:1]2)c1,MEMJUK;MEMJUK
OH999,OH,2,c1ccc(P(CC[P:1](c2ccccc2)c2ccccc2)(c2ccccc2)=[O:1])cc1,MEPKIE;MEPKIE
OH1000,OH,2,c1ccc(P(C[P:1](c2ccccc2)c2ccccc2)(c2ccccc2)=[O:1])cc1,MEPLIF;MEPLIF
OH1001,OH,3,c1cc[n:1]c(-c2cc(-c3ncc(-c4c5ccccc5cc5ccccc45)cn3)cc(-c3cccc[n:1]3)[n:1]2)c1,MESFAS;MESFEW;MESFEW
OH1002,OH,2,c1ccc(-c2c[n:1]c(-c3cccc[n:1]3)cn2)nc1,METKOL
OH1003,OH,3,COC(=O)c1cc(-c2cccc[n:1]2)[n:1]c(-c2cccc[n:1]2)c1,MEZQAL;QOKYUN;QOKZAU;QOKZEY
OH1004,OH,3,Cc1cc(C)c(C2=NN(C)[N+](c3cccc([N+]4=[C-:1]C(c5c(C)cc(C)cc5C)=NN4C)[n:1]3)=[C-:1]2)c(C)c1,MEZQAL
OH1005,OH,2,c1cc(-c2cc[n:1]c(-c3cc(-c4cc[nH+]cc4)cc[n:1]3)c2)ccn1,MIBFIP
OH1006,OH,5,Cc1cccc(-c2cccc(C[N:1](Cc3ccccc3)C(c3cccc[n:1]3)c3cccc[n:1]3)[n:1]2)[n:1]1,MIKQEF
OH1007,OH,2,c1ccc([O-:1])c(C2=[N:1]CCCN2)c1,MINPEG
OH1008,OH,3,CC(C)(C)c1cc(-c2ccc3cc4ccccc4nc3[n:1]2)[n:1]c(-c2ccc3cc4ccccc4nc3[n:1]2)c1,MIPWOZ
OH1009,OH,3,O=C(O)c1ccc(Cn2cc(-c3cccc(-c4cn(Cc5ccc(C(=O)O)cc5)n[n:1]4)[n:1]3)[n:1]n2)cc1,MIQHAX;MIQHAX
OH1010,OH,2,c1cc[n:1]c(-c2ccn[n-:1]2)c1,MIQLIJ;MIQLIJ;MIQLIJ
OH1011,OH,2,c1ccc(Cn2ccc(-c3cccc[n:1]3)[n:1]2)cc1,MIQLOP;MIQLOP;MIQLOP;MIQLUV;MIQLUV;MIQLUV
OH1012,OH,2,Cn1ccc(-c2cccc[n:1]2)[n:1]1,MIQMAC;MIQMAC;MIQMAC;MIQMEG;MIQMEG;MIQMEG
OH1013,OH,2,CC(=O)NC(=C1NC(C)=C(C)[N-:1]1)[N-:1]C(C)=O,MIRJAA
OH1014,OH,3,c1ccc(-c2ccn(Cc3ccc(Cn4ccc(-c5cccc(-c6ccn(Cc7ccc(Cn8ccc(-c9ccccn9)n8)cc7)[n:1]6)[n:1]5)[n:1]4)cc3)n2)nc1,MITJOP;MITJOP
OH1015,OH,3,c1ccc(-c2cc(-c3ccc(Cn4ccc(-c5cccc(-c6ccn(Cc7ccc(-c8cc(-c9ccccn9)nc(-c9ccccn9)c8)cc7)[n:1]6)[n:1]5)[n:1]4)cc3)cc(-c3ccccn3)n2)nc1,MITJUV;MITJUV
OH1016,OH,2,O=[N+]([O-])c1cc[n:1]c(-c2cc([N+](=O)[O-])cc[n:1]2)c1,MIVSEP
OH1017,OH,2,CCOc1cc(N2CCCN3CCC[N:1]=C32)[n:1]cn1,MIWDED
OH1018,OH,2,CCCCOc1cc(N2CCCN3CCC[N:1]=C32)[n:1]cn1,MIWDIH
OH1019,OH,2,OCCOc1cc(N2CCCN3CCC[N:1]=C32)[n:1]cn1,MIWDON
OH1020,OH,3,c1ccc(-c2cc(-c3ccccc3)[n+](-c3cc(-c4cccc[n:1]4)[n:1]c(-c4cccc[n:1]4)c3)c(-c3ccccc3)c2)cc1,MIZSAP
OH1021,OH,3,c1ccc(-c2cc(-c3ccccc3)[n+](-c3ccc(-c4cc(-c5cccc[n:1]5)[n:1]c(-c5cccc[n:1]5)c4)cc3)c(-c3ccccc3)c2)cc1,MIZSET;MIZSET
OH1022,OH,2,CCCCCc1cc[n:1]c(-c2cc(CCCCC)cc[n:1]2)c1,MOCSUV;MOCSUV;MOCSUV
OH1023,OH,2,Nc1nc(N)nc(-c2ccc(-c3cn(Cc4ccccc4)n[n:1]3)[n:1]c2)n1,MODHEV
OH1024,OH,2,CCCCCCn1cc(-c2ccc(-c3nc(N)nc(N)n3)c[n:1]2)[n:1]n1,MODHIZ
OH1025,OH,2,c1ccc(Cn2cnc3c4ccc[n:1]c4c4c(ccc[n:1]4)c32)cc1,MOGRAD
OH1026,OH,2,c1cc2c3nc[nH]c3c3ccc[n:1]c3c2[n:1]c1,MOGREH;RUKMIT
OH1027,OH,3,c1ccc(-c2cnc(-c3cc(-c4cccc[n:1]4)[n:1]c(-c4cccc[n:1]4)c3)nc2)cc1,MOMDAT
OH1028,OH,3,CC(=O)Sc1ccc(C#Cc2cc(-c3cccc[n:1]3)[n:1]c(-c3cccc[n:1]3)c2)cc1,MONCAU;MONCAU
OH1029,OH,2,C[O:1]CC[P:1](c1ccccc1)c1ccccc1,MORBAW;MORBAW;QISBOJ
OH1030,OH,3,c1cc[n:1]c(-c2nc(-c3ccc(-c4c5ccccc5cc5ccccc45)cc3)nc(-c3cccc[n:1]3)[n:1]2)c1,MOWMER;MOWMER
OH1031,OH,2,O=S(=O)([O-])Cc1ccc(-c2ccc(CS(=O)(=O)[O-])c[n:1]2)[n:1]c1,MUDWAL
OH1032,OH,2,c1cc2c3cncnc3c3ccc[n:1]c3c2[n:1]c1,MUFRAI
OH1033,OH,4,c1ccc(Cn2cc(C[N:1](Cc3cccc[n:1]3)Cc3cccc[n:1]3)[n:1]n2)cc1,MUHVAO
OH1034,OH,4,c1ccc(Cn2cc(C[N:1](Cc3cccc[n:1]3)Cc3cn(Cc4ccccc4)n[n:1]3)[n:1]n2)cc1,MUHVES
OH1035,OH,2,COc1cccc(-c2ccc(-c3ccc(-c4cccc(OC)c4)c[n:1]3)[n:1]c2)c1,MUJMUA;RIDNIE;RIDNIE;RIDNIE
OH1036,OH,2,c1cc2cc(c1)-c1ccc([n:1]c1)-c1ccc(c[n:1]1)-c1cccc(c1)OCCOCCOCCOCCCCOCCOCCOCCO2,MUJNAH
OH1037,OH,2,c1ccc(-c2cc(-c3ccccn3)[n:1]c(-c3cccc[n:1]3)c2)cc1,MUMMAI
OH1038,OH,2,c1ccc(-c2nc(-c3ccccn3)c(-c3cccc[n:1]3)[n:1]c2-c2ccccn2)nc1,MUMMEM
OH1039,OH,2,c1cc[c-:1]c(-c2cccc[n:1]2)c1,MUNYEZ
OH1040,OH,6,c1cc[n:1]c(C[N:1](CC[N:1](Cc2cccc[n:1]2)Cc2cccc[n:1]2)Cc2cccc[n:1]2)c1,MUPBUU
OH1041,OH,2,COc1ccc(Nc2ccc([N:1]=Nc3cccc[n:1]3)cc2)cc1,MURPAQ;MURPAQ;MURPAQ
OH1042,OH,2,CCOC(=O)COc1c(OCC(=O)OCC)c2ccc[n:1]c2c2c1ccc[n:1]2,MUSNUK
OH1043,OH,3,c1ccc(-[n+]2ccn(-c3ccc(-c4cc(-c5cccc[n:1]5)[n:1]c(-c5cccc[n:1]5)c4)cc3)c2)nc1,NABDUS
OH1044,OH,3,CN(c1cccc[n:1]1)c1cccc(N(C)c2cccc[n:1]2)[n:1]1,NABWUK;XIJNEL;AHUSEE
OH1045,OH,3,c1ccc([Se:1]Cc2cccc(C[Se:1]c3ccccc3)[n:1]2)cc1,NAGGEJ;NAGGEJ
OH1046,OH,3,C1=CSC(=C2SC=C(c3cc(-c4cccc[n:1]4)[n:1]c(-c4cccc[n:1]4)c3)S2)S1,NAGPAP
OH1047,OH,2,O=c1c2ccc(=[NH:1])c(=[NH:1])c=2c(=O)c2ccccc12,NAHGEI
OH1048,OH,2,CCOC(=O)c1ccc(-n2c3c(c(-c4cccc[n:1]4)[n:1]2)CCCC3)cc1,NAJPUJ;NAJPUJ
OH1049,OH,2,Cc1cc(C)[n:1]n1-c1nnc(N)n[n:1]1,NAJYED
OH1050,OH,3,c1ccc(-c2nc(-c3cccc(-c4ccccn4)n3)cc(-c3cccc(-c4cccc[n:1]4)[n:1]3)[n:1]2)cc1,NAKVUQ
OH1051,OH,2,Cc1ccc(-c2cc([P:1](c3ccccc3)c3ccccc3)c(-c3ccc(C)[s:1]3)s2)s1,NAPGAN
OH1052,OH,2,Ic1c(-c2cccc[n:1]2)[n:1]nn1Cc1ccccc1,NAVCEV;NAVCOF
OH1053,OH,3,c1ccc(-c2nc(-c3cccc[n:1]3)[n:1]c(-c3cccc[n:1]3)n2)nc1,NAVDOD;NAVDOD
OH1054,OH,3,Fc1c(F)c(F)c(-c2cc(-c3cccc[n:1]3)[n:1]c(-c3cccc[n:1]3)c2)c(F)c1F,NAZYUK;NAZYUK
OH1055,OH,3,c1cc2ccc3ccc(N4CCCN5CCC[N:1]=C54)[n:1]c3c2[n:1]c1,NEFCIN
OH1056,OH,2,Brc1cc2nc3c4ccc[n:1]c4c4c(ccc[n:1]4)c3nc2cc1Br,NEGBUX
OH1057,OH,3,O=P(c1ccccc1)(c1ccccc1)c1cc(-c2cccc[n:1]2)[n:1]c(-c2cccc[n:1]2)c1,NEHVEB;NEHVEB
OH1058,OH,2,CC(C(C)=[N:1]N)=[N:1]N,NETNIK
OH1059,OH,2,CC(C)=N[N:1]=C(C)C(C)=[N:1]N=C(C)C,NETNOQ
OH1060,OH,2,Brc1cc2ccc3cc(Br)c[n:1]c3c2[n:1]c1,NEZSAP;NUDZES;OHEZIL
OH1061,OH,2,Brc1cc2ccc3cc(C#Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)c[n:1]c3c2[n:1]c1,NEZSET
OH1062,OH,2,Brc1cc2ccc3cc(C#Cc4ccc5ccc6cccc7ccc4c5c67)c[n:1]c3c2[n:1]c1,NEZSIX
OH1063,OH,2,c1ccc(-c2nc(-c3cccc[n:1]3)[n:1]nc2-c2ccccc2)cc1,NIHYAF;QEBHUA;WARVUH
OH1064,OH,2,O=C(Nc1cc2ccc[n:1]c2c2c1ccc[n:1]2)c1cccc(O)c1O,NILFAQ
OH1065,OH,3,C1C([NH2:1])CC([NH2:1])CC1[NH2:1],NINHEZ;NINHID;NINHOJ
OH1066,OH,2,O=c1nc2c3ccc[n:1]c3c3c(ccc[n:1]3)c2n[nH]1,NINSAE
OH1067,OH,2,Cc1cc(C)c(-c2cc[n:1]c(-c3cc(-c4c(C)cc(C)cc4C)cc[n:1]3)c2)c(C)c1,NIPBIX;NIPBIX;NIPBIX
OH1068,OH,3,O=C(Nc1ccccc1)Nc1cc(-c2cccc[n:1]2)[n:1]c(-c2cccc[n:1]2)c1,NIPXAN
OH1069,OH,3,c1cc(-c2cccc3ncc[n:1]c23)[n:1]c(-c2cccc3ncc[n:1]c23)c1,NISCUP
OH1070,OH,3,c1cc(-n2ccc3ccc[n:1]c32)[n:1]c(-n2ccc3ccc[n:1]c32)c1,NISDAW
OH1071,OH,2,Cc1cc2ccc[n:1]c2c2c1ccc[n:1]2,NOBFAN;NOBFAN;TIXFUB;UGOYIA
OH1072,OH,2,Cc1cc[n:1]c(-c2cccc[n:1]2)n1,NODXUB
OH1073,OH,2,COC(=O)c1cc[n:1]c(-c2cc(C(=O)OC)cc[n:1]2)c1,NOFNUS;NOFNUS;NOFNUS;NOFPAA;NOFPAA;NOFPEE;RAFCUZ;RAFCUZ
OH1074,OH,3,c1cc(-c2oc3ccccc3[n:1]2)[n:1]c(-c2oc3ccccc3[n:1]2)c1,NOGTOT
OH1075,OH,3,C[N:1](C)Cc1cccc(C[N:1](C)C)[n:1]1,NOKLOO;NOKLUU
OH1076,OH,2,c1ccc(-c2cc(-c3cc4ccc[n:1]c4c4c3ccc[n:1]4)ccn2)nc1,NOLNIM
OH1077,OH,2,c1ccc(-c2ccc(-c3cccc[n:1]3)[n:1]n2)nc1,NOMJAA
OH1078,OH,2,Clc1cccc(-c2ccc(-c3cccc(Cl)[n:1]3)[n:1]n2)n1,NOMJEE
OH1079,OH,2,C[N+](C)(C)Cc1ccc(-c2ccc(C[N+](C)(C)C)c[n:1]2)[n:1]c1,NOMVOB;WEHLED
OH1080,OH,2,c1csc(-c2cc3ccc4ccc[n:1]c4c3[n:1]c2)c1,NUDYOB
OH1081,OH,2,c1csc(-c2cc3ccc4cc(-c5cccs5)c[n:1]c4c3[n:1]c2)c1,NUDYUH
OH1082,OH,2,Brc1cc2ccc3ccc[n:1]c3c2[n:1]c1,NUDZAO
OH1083,OH,2,O=[N+]([O-])c1ccc(-c2nc3c4ccc[n:1]c4c4c(ccc[n:1]4)c3[nH]2)cc1,NUFVOA
